# surface area (m^2),wall area  (m^2),roof area  (m^2),heating load (BTU)
617.9649106,319.6165669,155.6802566,24.32596736
614.7331338,332.9670943,152.2259439,27.02315773
641.4341887,327.2099064,145.7121019,26.69998005
629.9198129,316.3535031,153.2890055,29.37008553
632.7070063,353.4816758,154.4085326,31.26762231
657.9633515,355.3475543,150.0414072,29.09634165
661.6951085,348.069012,144.0128478,31.62197618
647.1380239,338.021413,134.5144439,31.99515188
651.542826,395.6907398,122.0741568,51.3212098
619.8814796,415.7902614,122.3936717,49.31169001
660.0805228,416.3227862,118.4366116,46.14555536
661.1455723,409.727686,122.7651617,50.16545968
672.455372,245.4419362,224.028288,9.289954058
686.8838724,250.8804801,226.3154567,7.970934025
697.7609602,254.6924279,220.0411469,9.413784062
705.3848558,244.2352449,222.5524196,10.50149284
708.9704897,272.9206994,209.6016257,12.83312159
717.3413987,251.3360429,229.4132439,10.74168499
674.1720858,284.3554064,223.2795597,11.57877589
740.2108129,274.1325996,212.6121319,7.261844596
744.2651992,280.8535531,222.5864588,15.50441462
708.7071062,297.4774314,211.1463536,13.45985325
741.9548627,278.4105894,228.8914085,9.904043957
703.8211788,307.9856809,220.0472551,13.22881961
787.4713617,317.7454252,215.2726548,11.1168849
757.9908504,309.787758,216.4108419,17.0319032
742.075516,311.6847365,230.4308046,14.08385206
745.8694729,335.051341,217.4463352,12.49231863
817.1026819,337.9105587,225.9905719,14.63000285
773.8211174,352.1509532,213.5249059,19.30332375
802.3019063,331.3748431,215.0010507,14.97516729
760.7496863,333.8350845,222.5310625,17.82324619
790.170169,370.8851042,221.5296838,15.47799893
815.2702084,369.2161397,213.8105394,15.9700472
811.9322795,356.3508991,210.2927536,18.48005114
786.2017981,350.4879227,206.6604734,18.14625825
480.4758454,270.9341224,111.1012461,33.57970362
468.3682448,295.4187435,108.9274634,32.40710835
517.337487,291.7957723,117.0213993,31.19634829
510.0915445,305.2856655,105.6466677,36.0932725
586.071331,310.8277795,118.9711821,34.09393706
548.155559,312.6186368,122.6385161,36.79191571
551.7372736,318.7308602,122.4568026,33.00033851
563.9617203,318.4280043,134.9707404,33.35850996
587.8560086,314.7845674,152.1939467,23.54617203
629.5691347,302.6565779,147.9290795,23.48560086
605.3131558,295.5484658,142.8568916,27.65691347
591.0969317,287.0948193,146.0759706,25.23131558
598.6896386,316.9599509,146.8541899,26.78635983
609.4199019,318.2569831,146.7740254,25.09563053
612.0139662,318.1233756,156.8162928,26.16865685
611.7467513,334.860488,140.9849903,26.42806329
669.720976,332.9749838,144.8976691,29.45031615
616.9499676,339.4961151,150.9117692,32.79773863
629.9922302,349.5196153,153.7939238,27.52063779
650.0392306,354.3232063,144.7627045,28.82486404
684.1464126,412.7711742,120.8506712,51.61133046
654.0423485,413.7511187,116.019104,52.57204867
656.0022374,405.6985067,127.1048315,49.56164226
639.8970133,424.1747192,114.3484446,49.75763115
701.3494384,231.4140743,227.4454781,7.165098158
658.8281485,256.5757968,206.2715367,10.86034067
709.1515937,221.2858945,217.320395,6.608211679
638.5717889,239.7006583,228.2982239,11.6405562
699.9013166,282.4970399,217.5495901,6.151814907
736.4940797,264.5826501,223.7502462,9.834767679
700.6653002,274.9170771,217.9082088,13.49404399
721.3341541,265.180348,224.0619441,9.911166034
726.360696,299.9365734,228.6534944,13.61674875
746.8731469,307.5891574,214.0666925,11.66940294
762.1783147,283.2778208,218.458494,13.72064802
713.5556416,290.5974901,212.8987795,15.25116481
752.6949801,305.8312992,220.5266616,12.09033118
734.1625984,318.5444361,219.4167214,13.55426504
759.5888722,316.6945356,209.8742517,11.70102686
755.8890713,300.7904195,213.2730967,14.24365424
748.5808389,330.9551611,227.5884154,15.63196268
759.9103222,354.8140256,214.7885387,12.45113945
807.6280513,333.4808978,224.5403959,13.58408777
764.9617956,349.7339932,218.531068,18.35586068
821.9679864,364.2184467,210.0769017,15.89920987
801.9368934,350.1281695,209.5616537,19.14982894
773.756339,349.2694229,219.3292358,17.14671965
772.0388458,365.5487264,211.0574587,14.3286642
510.5974527,278.2624311,107.4471704,32.16340839
483.0248622,289.3286173,112.1810729,35.41926908
505.1572346,297.2184548,115.5487772,32.66201003
520.9369096,302.8312953,117.8065289,34.87524727
581.1625905,331.0942148,113.1714148,35.17847357
588.6884296,302.952358,124.5722989,36.30104166
532.4047159,321.9538314,119.8019308,37.05362557
570.4076629,314.0032179,117.9862048,31.4252542
579.0064359,286.4770079,149.4869185,24.19076629
572.9540159,298.1448642,140.1941924,22.60064359
596.2897285,282.6569873,148.8411398,21.99540159
565.3139746,297.0685663,155.627774,24.32897285
618.6371327,332.8796233,154.4933782,24.20806413
641.2592466,330.9889637,153.2317837,27.09037993
637.4779274,328.8863062,149.7311049,29.35259133
633.2726123,323.0518415,159.4994732,28.97445941
646.103683,363.8324553,147.8327476,31.60290226
678.6649106,344.3879127,142.8929635,30.43600933
639.7758254,336.1549392,150.7678289,33.69213209
623.3098784,349.2797148,150.1159075,29.80322356
674.0594295,421.6931792,121.8183702,48.93839525
671.8863585,415.3639504,118.1569188,51.56335036
659.2279008,409.2615313,113.6533949,51.34604326
647.0230626,401.7556581,127.7420429,50.08019748
656.5113162,253.7367382,220.7806975,7.877703085
703.4734764,245.4678292,224.1069506,6.37652845
686.9356584,251.0115843,225.2076488,11.07274446
698.0231686,252.8460814,218.8327589,9.418962662
726.1921628,266.7212649,215.581692,12.09695287
704.9425297,261.30282,229.5539992,12.46385229
694.1056401,284.5899987,226.5469402,10.33888899
740.6799974,279.5782336,216.4496044,9.255200023
755.1564673,287.2493406,233.3892795,15.55133307
721.4986812,315.4821325,211.4500049,14.54898006
777.964265,278.9166749,212.4297077,11.18320146
704.8333497,280.5495128,213.7990087,16.82975983
732.5990256,307.3316811,226.1945504,11.218102
737.1633623,327.9909174,215.9125642,11.54466959
778.4818347,310.8542736,228.1060949,12.00110325
744.2085473,331.1768248,212.5185199,16.1329505
809.3536495,329.6975332,214.7277061,14.46391028
757.3950665,333.3795102,230.6306303,18.52842051
764.7590204,359.8843839,221.1987574,13.3325622
817.7687678,344.1645957,219.902538,14.06895759
810.8291915,366.50423,218.7578614,21.17990708
806.5084599,364.5964356,225.037825,18.03594945
802.6928713,375.0630417,222.1226519,17.6038763
823.6260835,370.2044198,225.909601,17.22231743
519.9088395,303.0160016,108.9271119,37.32213216
532.5320033,291.7951866,112.974619,36.35040776
510.0903731,298.5410317,109.5338423,37.61272414
523.5820634,292.8064039,113.5119241,35.36856112
561.1128078,323.9365402,121.5749044,35.44298895
574.3730804,316.958174,119.5113275,34.29606339
560.4163481,313.5188792,126.8861215,35.62209065
553.5377583,325.8102025,118.231448,34.22641741
602.620405,286.8857467,153.5445117,22.50377583
573.7714935,304.9075195,148.4553772,24.9620405
609.815039,296.4256286,152.431273,22.07714935
592.8512572,303.0521217,155.4168896,25.6815039
630.6042435,332.5281494,144.1051076,26.96179239
640.5562987,313.6751793,148.9900619,28.28709101
602.8503587,321.8167699,143.880319,29.28229654
619.1335398,313.3005317,151.1113856,25.51170254
626.6010635,349.8523094,149.0733148,30.188995
650.7046188,346.4555246,156.6982749,28.48574737
643.9110492,359.1637915,144.6689476,30.89610291
669.327583,339.1149127,142.3085041,30.21674595
653.7298255,408.6808401,127.2680085,53.54016571
645.8616802,424.4466808,127.1149288,49.53038996
677.3933616,424.191548,130.5645188,48.74357543
676.8830961,429.9408646,135.719702,51.89674357
712.8817293,267.0328366,218.8641244,10.86370643
730.0656732,242.2735406,225.0747659,12.01356975
680.5470812,252.6246098,219.6380492,13.73196415
701.2492196,243.5634154,219.4762304,8.780104947
707.6268308,267.7937174,217.7493551,12.41955798
707.0874347,264.9155918,222.9381264,10.6073191
701.3311836,273.563544,221.9794644,10.55337949
718.627088,271.965774,214.3986687,9.977754376
739.9315479,283.8311144,215.757042,13.34604214
714.6622288,286.0950699,223.1677523,13.02648813
719.1901398,298.4462538,222.4135335,10.49955622
743.8925075,297.1892225,230.58449,10.95234732
765.878445,335.3074833,224.0311697,15.12401778
793.1149666,324.3852828,223.2474424,14.87261152
771.2705655,323.0790707,216.4125309,17.59626369
768.6581415,311.6875514,218.9403551,15.41182358
770.3751029,340.4005919,218.7395267,16.9088697
778.8011838,340.0658778,225.3204399,14.63056584
778.1317555,351.0340665,230.2095838,15.47317393
800.0681331,359.1826397,226.1678238,15.40623111
840.8652793,376.946373,224.842028,19.40984361
827.3927461,374.7367133,221.2863881,21.03955823
822.9734267,368.8106469,226.7078703,19.69230491
811.1212938,377.8464505,228.6376533,19.25037297
