Cement (%),Slag (%),Fly ash (%),Coarse aggregate (%),Fine aggregate (%),W/CM,Superplasticizer dosage,Age (days),Compressive strength (MPa)
11.19741799,0,4.438960362,44.40129101,39.96233065,0.454535001,0.03679747,100,51.06
11.32537043,0,4.432564424,44.33731479,39.90475036,0.416595454,0.040363471,3,21.78
11.32537043,0,4.432564424,44.33731479,39.90475036,0.416595454,0.040363471,14,42.29
11.32537043,0,4.432564424,44.33731479,39.90475036,0.416595454,0.040363471,28,50.6
11.32537043,0,4.432564424,44.33731479,39.90475036,0.416595454,0.040363471,56,55.83
11.32537043,0,4.432564424,44.33731479,39.90475036,0.416595454,0.040363471,100,60.95
10.9236148,0,5.535493008,48.09700832,35.44388387,0.385308274,0.032238983,3,23.52
10.9236148,0,5.535493008,48.09700832,35.44388387,0.385308274,0.032238983,14,42.22
10.9236148,0,5.535493008,48.09700832,35.44388387,0.385308274,0.032238983,28,52.5
10.9236148,0,5.535493008,48.09700832,35.44388387,0.385308274,0.032238983,56,60.32
10.9236148,0,5.535493008,48.09700832,35.44388387,0.385308274,0.032238983,100,66.42
12.34871067,0,5.447762534,47.29923862,34.90428818,0.40230059,0.024973513,3,23.8
12.34871067,0,5.447762534,47.29923862,34.90428818,0.40230059,0.024973513,14,38.77
12.34871067,0,5.447762534,47.29923862,34.90428818,0.40230059,0.024973513,28,51.33
12.34871067,0,5.447762534,47.29923862,34.90428818,0.40230059,0.024973513,56,56.85
12.34871067,0,5.447762534,47.29923862,34.90428818,0.40230059,0.024973513,100,58.61
13.56306625,0,5.364796093,46.68294575,34.3891919,0.421509525,0.022956354,3,21.91
13.56306625,0,5.364796093,46.68294575,34.3891919,0.421509525,0.022956354,14,36.99
13.56306625,0,5.364796093,46.68294575,34.3891919,0.421509525,0.022956354,28,47.4
13.56306625,0,5.364796093,46.68294575,34.3891919,0.421509525,0.022956354,56,51.96
13.56306625,0,5.364796093,46.68294575,34.3891919,0.421509525,0.022956354,100,56.74
9.635176011,0,7.877096735,47.49067993,34.99704733,0.398450371,0.026153213,3,17.57
9.635176011,0,7.877096735,47.49067993,34.99704733,0.398450371,0.026153213,14,33.73
9.635176011,0,7.877096735,47.49067993,34.99704733,0.398450371,0.026153213,28,40.15
9.635176011,0,7.877096735,47.49067993,34.99704733,0.398450371,0.026153213,56,46.64
9.635176011,0,7.877096735,47.49067993,34.99704733,0.398450371,0.026153213,100,50.08
9.636563877,0,7.86451939,47.4967502,35.00216653,0.398746583,0.030071698,3,17.37
9.636563877,0,7.86451939,47.4967502,35.00216653,0.398746583,0.030071698,14,33.7
9.636563877,0,7.86451939,47.4967502,35.00216653,0.398746583,0.030071698,28,45.94
9.636563877,0,7.86451939,47.4967502,35.00216653,0.398746583,0.030071698,56,51.43
9.636563877,0,7.86451939,47.4967502,35.00216653,0.398746583,0.030071698,100,59.3
12.35453261,4.359898914,1.090197582,47.32063665,34.87473425,0.402283025,0.028012116,3,30.45
12.35453261,4.359898914,1.090197582,47.32063665,34.87473425,0.402283025,0.028012116,14,47.71
12.35453261,4.359898914,1.090197582,47.32063665,34.87473425,0.402283025,0.028012116,28,63.14
12.35453261,4.359898914,1.090197582,47.32063665,34.87473425,0.402283025,0.028012116,56,66.82
12.35453261,4.359898914,1.090197582,47.32063665,34.87473425,0.402283025,0.028012116,100,66.95
9.634793512,2.41234073,5.464852407,47.49185438,34.99615897,0.354846842,0.030026472,3,27.42
9.634793512,2.41234073,5.464852407,47.49185438,34.99615897,0.354846842,0.030026472,14,35.96
9.634793512,2.41234073,5.464852407,47.49185438,34.99615897,0.354846842,0.030026472,28,55.51
9.634793512,2.41234073,5.464852407,47.49185438,34.99615897,0.354846842,0.030026472,56,61.99
9.634793512,2.41234073,5.464852407,47.49185438,34.99615897,0.354846842,0.030026472,100,63.53
9.83312514,2.461713041,5.577290011,46.41106947,35.71680234,0.398448501,0.024603805,3,18.02
9.83312514,2.461713041,5.577290011,46.41106947,35.71680234,0.398448501,0.024603805,14,38.6
9.83312514,2.461713041,5.577290011,46.41106947,35.71680234,0.398448501,0.024603805,28,52.2
9.83312514,2.461713041,5.577290011,46.41106947,35.71680234,0.398448501,0.024603805,56,53.96
9.83312514,2.461713041,5.577290011,46.41106947,35.71680234,0.398448501,0.024603805,100,56.63
9.873273812,0,5.60004331,48.66484104,35.86184184,0.462096915,0.033033996,3,15.34
9.873273812,0,5.60004331,48.66484104,35.86184184,0.462096915,0.033033996,14,26.05
9.873273812,0,5.60004331,48.66484104,35.86184184,0.462096915,0.033033996,28,30.22
9.873273812,0,5.60004331,48.66484104,35.86184184,0.462096915,0.033033996,56,37.27
9.873273812,0,5.60004331,48.66484104,35.86184184,0.462096915,0.033033996,100,46.23
17.55483552,0,0,46.85180171,35.59336278,0.570744681,0,3,16.28
17.55483552,0,0,46.85180171,35.59336278,0.570744681,0,14,25.62
17.55483552,0,0,46.85180171,35.59336278,0.570744681,0,28,31.97
17.55483552,0,0,46.85180171,35.59336278,0.570744681,0,56,36.3
17.55483552,0,0,46.85180171,35.59336278,0.570744681,0,100,43.06
21.56101768,0,0,41.65588616,36.78309616,0.28,0.008,28,67.57
20.8974923,0,2.595688517,48.30620326,28.20061593,0.265917603,0.003558052,28,57.23
13.53674259,5.887408681,0,48.56037817,32.01547056,0.32079646,0.013053097,28,81.75
22.69662921,0,2.696629213,46.29213483,28.31460674,0.345132743,0,28,64.02
20.26055705,0,0,46.27133872,33.46810422,0.365853659,0.024944568,28,78.8
24.35110901,0,0,37.80084946,37.84804153,0.313953488,0.015891473,28,41.37
23.31838565,0,0,38.34080717,38.34080717,0.326923077,0.01,28,60.28
24.35424354,0,0,42.43542435,33.2103321,0.350378788,0.012992424,28,56.83
23.69020501,0,0,39.63553531,36.67425968,0.336538462,0.01,28,51.02
17.56386861,0,6.204379562,41.19525547,35.03649635,0.303262956,0.038387716,28,55.55
22.34884033,0,0,50.24802252,27.40313715,0.399920016,0.0059988,28,44.13
20.11440318,2.234437145,0,50.24802252,27.40313715,0.399920016,0.0059988,28,39.38
18.2764018,0.791823957,7.273731701,44.51707946,29.14096308,0.291855994,0.036350926,28,55.65
15.40596808,0.809622947,7.541059449,46.07911173,30.1642378,0.325219085,0.034858812,28,47.28
15.83238529,0.83428138,7.489571483,45.83807357,30.00568828,0.370879121,0.030023548,28,44.33
18.24324324,0,0,50.45045045,31.30630631,0.432098765,0,28,52.3
9.070294785,9.070294785,0,51.92743764,29.93197279,0.475,0,28,49.25
24.35110901,0,0,37.80084946,37.84804153,0.313953488,0.016007752,28,41.37
6.927854754,5.542283803,5.685618729,39.7993311,42.04491161,0.484210526,0.015,28,29.16
7.572172267,6.057737814,5.773781354,38.99668717,41.59962139,0.443902439,0.015609756,28,39.4
10.98076021,7.320506804,0,46.03472548,35.66400751,0.484615385,0.015,28,39.3
11.4416476,8.23798627,4.347826087,39.35926773,36.61327231,0.302857143,0.018,28,67.87
21.77900046,0,0,47.86795048,30.35304906,0.341052632,0.02,28,58.52
13.00775901,8.671839343,0,47.05613875,31.26426289,0.343157895,0.016,28,53.58
16.23347013,5.426356589,0,48.38121295,29.95896033,0.336842105,0.019010526,28,59
12.67281106,8.294930876,5.529953917,38.24884793,35.25345622,0.28173913,0.018,28,76.24
22.85191956,0,0,47.21206581,29.93601463,0.302,0.018,28,69.84
7.448907268,0.000902898,6.481452221,45.39770393,40.67103368,0.530833792,0,3,14.4
7.575757576,5.899908173,6.065197429,46.17998163,34.27915519,0.411325188,0.018984962,3,19.42
8.164528807,5.952681229,5.439044636,46.19519108,34.24855425,0.421968436,0.008371831,3,20.73
7.680939246,5.962079522,5.903330778,46.18660988,34.26704058,0.412003663,0.018291967,3,14.94
7.761159086,0.612770479,7.760708851,45.30719566,38.55816592,0.437437214,0.011552629,3,21.29
7.899600331,2.278293169,7.899145128,45.80256917,36.1203922,0.414912369,0.016292305,3,23.08
7.636729468,3.44796049,7.636729468,46.06274008,35.2158405,0.400659502,0.019320957,3,15.52
7.969718646,4.281299292,7.331902718,46.18319211,34.23388724,0.403530954,0.022782617,3,15.82
8.677772611,0,5.707069326,49.1925851,36.42257297,0.528048935,0.031313387,3,12.55
11.61823412,0,4.446995292,44.09816943,39.83660116,0.554948075,0.015418438,3,8.49
9.690274323,0,7.908353153,47.36660554,35.03476698,0.410610203,0.030071698,3,15.61
8.869248292,0,4.579498861,45.46697039,41.08428246,0.57645664,0.025338753,3,12.18
11.59701782,0,5.456416029,48.146747,34.79981915,0.52196732,0.015555676,3,11.98
7.448907268,0.000902898,6.481452221,45.39770393,40.67103368,0.530833792,0,14,16.88
7.575757576,5.899908173,6.065197429,46.17998163,34.27915519,0.411325188,0.018984962,14,33.09
8.164528807,5.952681229,5.439044636,46.19519108,34.24855425,0.421968436,0.008371831,14,34.24
7.680939246,5.962079522,5.903330778,46.18660988,34.26704058,0.412003663,0.018291967,14,31.81
7.761159086,0.612770479,7.760708851,45.30719566,38.55816592,0.437437214,0.011552629,14,29.75
7.899600331,2.278293169,7.899145128,45.80256917,36.1203922,0.414912369,0.016292305,14,33.01
7.636729468,3.44796049,7.636729468,46.06274008,35.2158405,0.400659502,0.019320957,14,32.9
7.969718646,4.281299292,7.331902718,46.18319211,34.23388724,0.403530954,0.022782617,14,29.55
8.677772611,0,5.707069326,49.1925851,36.42257297,0.528048935,0.031313387,14,19.42
11.61823412,0,4.446995292,44.09816943,39.83660116,0.554948075,0.015418438,14,24.66
9.690274323,0,7.908353153,47.36660554,35.03476698,0.410610203,0.030071698,14,29.59
8.869248292,0,4.579498861,45.46697039,41.08428246,0.57645664,0.025338753,14,24.28
11.59701782,0,5.456416029,48.146747,34.79981915,0.52196732,0.015555676,14,20.73
7.448907268,0.000902898,6.481452221,45.39770393,40.67103368,0.530833792,0,28,26.2
7.575757576,5.899908173,6.065197429,46.17998163,34.27915519,0.411325188,0.018984962,28,46.39
8.164528807,5.952681229,5.439044636,46.19519108,34.24855425,0.421968436,0.008371831,28,39.16
7.680939246,5.962079522,5.903330778,46.18660988,34.26704058,0.412003663,0.018291967,28,41.2
7.761159086,0.612770479,7.760708851,45.30719566,38.55816592,0.437437214,0.011552629,28,33.69
7.899600331,2.278293169,7.899145128,45.80256917,36.1203922,0.414912369,0.016292305,28,38.2
7.636729468,3.44796049,7.636729468,46.06274008,35.2158405,0.400659502,0.019320957,28,41.41
7.969718646,4.281299292,7.331902718,46.18319211,34.23388724,0.403530954,0.022782617,28,37.81
8.677772611,0,5.707069326,49.1925851,36.42257297,0.528048935,0.031313387,28,24.85
11.61823412,0,4.446995292,44.09816943,39.83660116,0.554948075,0.015418438,28,27.22
9.690274323,0,7.908353153,47.36660554,35.03476698,0.410610203,0.030071698,28,44.64
8.869248292,0,4.579498861,45.46697039,41.08428246,0.57645664,0.025338753,28,37.27
11.59701782,0,5.456416029,48.146747,34.79981915,0.52196732,0.015555676,28,33.27
7.448907268,0.000902898,6.481452221,45.39770393,40.67103368,0.530833792,0,56,36.56
7.575757576,5.899908173,6.065197429,46.17998163,34.27915519,0.411325188,0.018984962,56,53.72
8.164528807,5.952681229,5.439044636,46.19519108,34.24855425,0.421968436,0.008371831,56,48.59
7.680939246,5.962079522,5.903330778,46.18660988,34.26704058,0.412003663,0.018291967,56,51.72
7.761159086,0.612770479,7.760708851,45.30719566,38.55816592,0.437437214,0.011552629,56,35.85
7.899600331,2.278293169,7.899145128,45.80256917,36.1203922,0.414912369,0.016292305,56,53.77
7.636729468,3.44796049,7.636729468,46.06274008,35.2158405,0.400659502,0.019320957,56,53.46
7.969718646,4.281299292,7.331902718,46.18319211,34.23388724,0.403530954,0.022782617,56,48.99
8.677772611,0,5.707069326,49.1925851,36.42257297,0.528048935,0.031313387,56,31.72
11.61823412,0,4.446995292,44.09816943,39.83660116,0.554948075,0.015418438,56,39.64
9.690274323,0,7.908353153,47.36660554,35.03476698,0.410610203,0.030071698,56,51.26
8.869248292,0,4.579498861,45.46697039,41.08428246,0.57645664,0.025338753,56,43.39
11.59701782,0,5.456416029,48.146747,34.79981915,0.52196732,0.015555676,56,39.27
7.448907268,0.000902898,6.481452221,45.39770393,40.67103368,0.530833792,0,100,37.96
7.575757576,5.899908173,6.065197429,46.17998163,34.27915519,0.411325188,0.018984962,100,55.02
8.164528807,5.952681229,5.439044636,46.19519108,34.24855425,0.421968436,0.008371831,100,49.99
7.680939246,5.962079522,5.903330778,46.18660988,34.26704058,0.412003663,0.018291967,100,53.66
7.761159086,0.612770479,7.760708851,45.30719566,38.55816592,0.437437214,0.011552629,100,37.68
7.899600331,2.278293169,7.899145128,45.80256917,36.1203922,0.414912369,0.016292305,100,56.06
7.636729468,3.44796049,7.636729468,46.06274008,35.2158405,0.400659502,0.019320957,100,56.81
7.969718646,4.281299292,7.331902718,46.18319211,34.23388724,0.403530954,0.022782617,100,50.94
8.677772611,0,5.707069326,49.1925851,36.42257297,0.528048935,0.031313387,100,33.56
11.61823412,0,4.446995292,44.09816943,39.83660116,0.554948075,0.015418438,100,41.16
9.690274323,0,7.908353153,47.36660554,35.03476698,0.410610203,0.030071698,100,52.96
8.869248292,0,4.579498861,45.46697039,41.08428246,0.57645664,0.025338753,100,44.28
11.59701782,0,5.456416029,48.146747,34.79981915,0.52196732,0.015555676,100,40.15
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.021147541,28,57.03
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.021202186,28,44.42
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.021202186,28,51.02
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.018761384,28,53.39
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.021147541,3,35.36
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.021202186,3,25.02
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.021202186,3,23.35
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.021147541,7,52.01
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.021202186,7,38.02
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.021202186,7,39.3
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.021147541,56,61.07
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.021202186,56,56.14
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.021202186,56,55.25
20.01795332,1.077199282,3.545780969,43.4021544,31.95691203,0.295081967,0.018761384,56,54.77
16.94395797,0.875656743,4.11558669,41.06830123,36.99649737,0.313373253,0.028582834,28,50.24
16.94395797,0.875656743,4.11558669,41.06830123,36.99649737,0.313373253,0.027804391,28,46.68
16.94395797,0.875656743,4.11558669,41.06830123,36.99649737,0.313373253,0.023173653,28,46.68
16.94395797,0.875656743,4.11558669,41.06830123,36.99649737,0.313373253,0.028582834,3,22.75
16.94395797,0.875656743,4.11558669,41.06830123,36.99649737,0.313373253,0.027804391,3,25.51
16.94395797,0.875656743,4.11558669,41.06830123,36.99649737,0.313373253,0.023173653,3,34.77
16.94395797,0.875656743,4.11558669,41.06830123,36.99649737,0.313373253,0.028582834,7,36.84
16.94395797,0.875656743,4.11558669,41.06830123,36.99649737,0.313373253,0.027804391,7,45.9
16.94395797,0.875656743,4.11558669,41.06830123,36.99649737,0.313373253,0.023173653,7,41.67
16.94395797,0.875656743,4.11558669,41.06830123,36.99649737,0.313373253,0.028582834,56,56.34
16.94395797,0.875656743,4.11558669,41.06830123,36.99649737,0.313373253,0.027804391,56,47.97
16.94395797,0.875656743,4.11558669,41.06830123,36.99649737,0.313373253,0.023173653,56,61.46
15.37462105,0.822867042,4.200952793,41.87960156,37.72195756,0.307855626,0.027876858,28,44.03
15.37462105,0.822867042,4.200952793,41.87960156,37.72195756,0.307855626,0.026008493,28,55.45
22.10715894,1.170643854,5.538045925,39.71184151,31.47230977,0.328125,0.006140625,28,55.55
22.72096252,1.203146691,5.691809348,38.0379454,32.34613605,0.3140625,0.006140625,28,57.92
22.10715894,1.170643854,5.538045925,39.71184151,31.47230977,0.328125,0.006140625,3,25.61
22.10715894,1.170643854,5.538045925,39.71184151,31.47230977,0.328125,0.006140625,7,33.49
22.10715894,1.170643854,5.538045925,39.71184151,31.47230977,0.328125,0.006140625,56,59.59
22.72096252,1.203146691,5.691809348,38.0379454,32.34613605,0.3140625,0.006140625,3,29.55
22.72096252,1.203146691,5.691809348,38.0379454,32.34613605,0.3140625,0.006140625,7,37.92
22.72096252,1.203146691,5.691809348,38.0379454,32.34613605,0.3140625,0.006140625,56,61.86
19.72093023,1.023255814,6.139534884,38.23255814,34.88372093,0.307958478,0.01467128,28,62.05
19.18552036,0.995475113,5.972850679,39.90950226,33.93665158,0.307958478,0.01467128,3,32.01
19.72093023,1.023255814,6.139534884,38.23255814,34.88372093,0.290657439,0.015432526,28,72.1
19.72093023,1.023255814,6.139534884,38.23255814,34.88372093,0.307958478,0.01467128,7,39
19.72093023,1.023255814,6.139534884,38.23255814,34.88372093,0.307958478,0.01467128,56,65.7
19.72093023,1.023255814,6.139534884,38.23255814,34.88372093,0.290657439,0.015432526,3,32.11
19.72093023,1.023255814,6.139534884,38.23255814,34.88372093,0.290657439,0.015432526,7,40.29
19.72093023,1.023255814,6.139534884,38.23255814,34.88372093,0.290657439,0.015432526,56,74.36
9.632808774,0.524558894,6.723891273,44.92131617,38.19742489,0.581920904,0.004858757,28,21.97
9.632808774,0.524558894,6.723891273,44.92131617,38.19742489,0.581920904,0.004858757,3,9.85
9.632808774,0.524558894,6.723891273,44.92131617,38.19742489,0.581920904,0.004858757,7,15.07
9.632808774,0.524558894,6.723891273,44.92131617,38.19742489,0.581920904,0.004858757,56,23.25
13.63418147,0.720115218,6.769083053,40.42246759,38.45415266,0.406818182,0.012409091,28,43.73
13.63418147,0.720115218,6.769083053,40.42246759,38.45415266,0.406818182,0.012409091,3,13.4
13.63418147,0.720115218,6.769083053,40.42246759,38.45415266,0.406818182,0.012409091,7,24.13
13.63418147,0.720115218,6.769083053,40.42246759,38.45415266,0.406818182,0.012409091,56,44.52
15.8709107,0.839964633,6.233421751,41.64456233,35.41114058,0.29672447,0.021021195,28,62.94
15.8709107,0.839964633,6.233421751,41.64456233,35.41114058,0.29672447,0.021021195,28,59.49
15.8709107,0.839964633,6.233421751,41.64456233,35.41114058,0.29672447,0.021021195,3,25.12
15.8709107,0.839964633,6.233421751,41.64456233,35.41114058,0.29672447,0.021021195,3,23.64
15.8709107,0.839964633,6.233421751,41.64456233,35.41114058,0.29672447,0.021021195,7,35.75
15.8709107,0.839964633,6.233421751,41.64456233,35.41114058,0.29672447,0.021021195,7,38.61
15.8709107,0.839964633,6.233421751,41.64456233,35.41114058,0.29672447,0.021021195,56,68.75
15.8709107,0.839964633,6.233421751,41.64456233,35.41114058,0.29672447,0.021021195,56,66.78
21.86450028,0,0,42.04402989,36.09146984,0.5,0,28,23.85
13.77830751,0,0,43.5375447,42.68414779,0.664359862,0,90,32.07
13.77830751,0,0,43.5375447,42.68414779,0.664359862,0,3,11.65
18.54473386,0,0,44.38467346,37.07059268,0.488549618,0,3,19.2
18.54473386,0,0,44.38467346,37.07059268,0.488549618,0,90,48.85
18.54473386,0,0,44.38467346,37.07059268,0.488549618,0,28,39.6
22.55215185,0,0,43.98609284,33.46175531,0.4,0,28,43.94
22.55215185,0,0,43.98609284,33.46175531,0.4,0,7,34.57
22.55215185,0,0,43.98609284,33.46175531,0.4,0,90,54.32
22.55215185,0,0,43.98609284,33.46175531,0.4,0,3,24.4
15.80596165,0,0,44.19973419,39.99430416,0.576576577,0,3,15.62
12.20212461,0,0,42.57823715,45.21963824,0.752941176,0,90,21.86
12.20212461,0,0,42.57823715,45.21963824,0.752941176,0,7,10.22
13.77830751,0,0,43.5375447,42.68414779,0.664359862,0,7,14.6
12.20212461,0,0,42.57823715,45.21963824,0.752941176,0,28,18.75
15.80596165,0,0,44.19973419,39.99430416,0.576576577,0,28,31.97
15.80596165,0,0,44.19973419,39.99430416,0.576576577,0,7,23.4
13.77830751,0,0,43.5375447,42.68414779,0.664359862,0,28,25.57
15.80596165,0,0,44.19973419,39.99430416,0.576576577,0,90,41.68
18.54473386,0,0,44.38467346,37.07059268,0.488549618,0,7,27.74
12.20212461,0,0,42.57823715,45.21963824,0.752941176,0,3,8.2
7.311570514,10.96735577,0,47.91196648,33.80910723,0.467758186,0,7,9.62
10.86670597,16.30005896,0,42.70488458,30.12835049,0.310016694,0,7,25.42
10.96735577,7.311570514,0,47.91196648,33.80910723,0.467758186,0,7,15.69
8.338681581,12.50573026,0,46.41056202,32.74502613,0.408401144,0,28,27.94
8.850974293,13.27417437,0,45.65913457,32.21571677,0.38391565,0,28,32.63
11.73795195,7.823769927,0,47.16313686,33.27514127,0.436120244,0,7,17.24
12.50573026,8.338681581,0,46.41056202,32.74502613,0.408401144,0,7,19.77
10.86670597,16.30005896,0,42.70488458,30.12835049,0.310016694,0,28,39.44
10.18779126,6.791860841,0,48.67807872,34.34226918,0.504619565,0,28,25.75
18.27892629,0,0,47.91196648,33.80910723,0.467758186,0,28,33.08
17.62997788,0,0,48.29461652,34.0754056,0.485490196,0,7,24.07
9.607405043,14.41338744,0,44.54881218,31.43039533,0.352505695,0,7,21.82
7.311570514,10.96735577,0,47.91196648,33.80910723,0.467758186,0,28,21.07
13.71667053,0,0,50.60978437,35.6735451,0.627789047,0,7,14.84
11.73795195,7.823769927,0,47.16313686,33.27514127,0.436120244,0,28,32.05
9.357612544,6.239941141,0,49.4872856,34.91516071,0.547464623,0,7,11.96
18.27892629,0,0,47.91196648,33.80910723,0.467758186,0,7,25.45
16.79954191,0,0,48.65436286,34.54609523,0.486890404,0,28,22.49
13.71667053,0,0,50.60978437,35.6735451,0.627789047,0,28,25.22
10.3626943,15.54858649,0,43.44150532,30.64721389,0.325732328,0,28,39.7
10.18779126,6.791860841,0,48.67807872,34.34226918,0.504619565,0,7,13.09
14.41338744,9.607405043,0,44.54881218,31.43039533,0.352505695,0,28,38.7
6.239941141,9.357612544,0,49.4872856,34.91516071,0.547464623,0,7,7.51
11.09402665,0,0,52.12934489,36.77662846,0.779924402,0,28,17.58
15.68409858,0,0,49.43820225,34.87769917,0.547464623,0,7,21.18
6.239941141,9.357612544,0,49.4872856,34.91516071,0.547464623,0,28,18.2
8.850974293,13.27417437,0,45.65913457,32.21571677,0.38391565,0,7,17.2
9.357612544,6.239941141,0,49.4872856,34.91516071,0.547464623,0,28,22.63
13.27417437,8.850974293,0,45.65913457,32.21571677,0.38391565,0,7,21.86
8.338681581,12.50573026,0,46.41056202,32.74502613,0.408401144,0,7,12.37
8.200510425,7.487841287,0,49.43419849,34.8774498,0.569981584,0,28,25.73
9.607405043,14.41338744,0,44.54881218,31.43039533,0.352505695,0,28,37.81
10.3626943,15.54858649,0,43.44150532,30.64721389,0.325732328,0,7,21.92
13.27417437,8.850974293,0,45.65913457,32.21571677,0.38391565,0,28,33.04
16.79954191,0,0,48.65436286,34.54609523,0.486890404,0,7,14.54
10.96735577,7.311570514,0,47.91196648,33.80910723,0.467758186,0,28,26.91
8.628359592,5.750695088,0,50.20389249,35.41705283,0.59845311,0,7,8
15.68409858,0,0,49.43820225,34.87769917,0.547464623,0,28,31.9
11.09402665,0,0,52.12934489,36.77662846,0.779924402,0,7,10.34
11.75293241,0,0,51.74083039,36.5062372,0.735445545,0,28,19.77
17.62997788,0,0,48.29461652,34.0754056,0.485490196,0,28,37.44
11.75293241,0,0,51.74083039,36.5062372,0.735445545,0,7,11.48
14.41338744,9.607405043,0,44.54881218,31.43039533,0.352505695,0,7,24.44
8.628359592,5.750695088,0,50.20389249,35.41705283,0.59845311,0,28,17.6
8.200510425,7.487841287,0,49.43419849,34.8774498,0.569981584,0,7,10.73
12.50573026,8.338681581,0,46.41056202,32.74502613,0.408401144,0,28,31.38
16.23563218,0,0,46.36015326,37.40421456,0.581120944,0,3,13.22
16.23563218,0,0,46.36015326,37.40421456,0.581120944,0,7,20.97
16.23563218,0,0,46.36015326,37.40421456,0.581120944,0,14,27.04
16.23563218,0,0,46.36015326,37.40421456,0.581120944,0,28,32.04
16.23563218,0,0,46.36015326,37.40421456,0.581120944,0,90,35.17
16.23563218,0,0,46.36015326,37.40421456,0.581120944,0,180,36.45
16.23563218,0,0,46.36015326,37.40421456,0.581120944,0,365,38.89
11.29727142,0,0,46.33796075,42.36476783,0.822033898,0,3,6.47
11.29727142,0,0,46.33796075,42.36476783,0.822033898,0,14,12.84
11.29727142,0,0,46.33796075,42.36476783,0.822033898,0,28,18.42
11.29727142,0,0,46.33796075,42.36476783,0.822033898,0,90,21.95
11.29727142,0,0,46.33796075,42.36476783,0.81779661,0,180,24.1
11.29727142,0,0,46.33796075,42.36476783,0.81779661,0,365,25.08
13.184198,0,0,46.07329843,40.74250357,0.689530686,0,14,21.26
13.184198,0,0,46.07329843,40.74250357,0.689530686,0,28,25.97
13.184198,0,0,46.07329843,40.74250357,0.689530686,0,3,11.36
13.184198,0,0,46.07329843,40.74250357,0.689530686,0,90,31.25
13.184198,0,0,46.07329843,40.74250357,0.689530686,0,180,32.33
13.184198,0,0,46.07329843,40.74250357,0.689530686,0,360,33.7
12.1822542,0,0,46.42685851,41.39088729,0.779527559,0,3,9.31
12.1822542,0,0,46.42685851,41.39088729,0.779527559,0,90,26.94
12.1822542,0,0,46.42685851,41.39088729,0.779527559,0,180,27.63
12.1822542,0,0,46.42685851,41.39088729,0.779527559,0,365,29.79
14.71011021,0,0,46.38236703,38.90752276,0.628664495,0,180,34.49
14.71011021,0,0,46.38236703,38.90752276,0.628664495,0,365,36.15
14.71011021,0,0,46.38236703,38.90752276,0.628664495,0,3,12.54
14.71011021,0,0,46.38236703,38.90752276,0.628664495,0,28,27.53
14.71011021,0,0,46.38236703,38.90752276,0.628664495,0,90,32.92
11.29727142,0,0,46.33796075,42.36476783,0.81779661,0,7,9.99
9.216589862,0,0,51.84331797,38.94009217,0.9,0,7,7.84
9.216589862,0,0,51.84331797,38.94009217,0.9,0,28,12.25
10.36388761,0,0,51.26669737,38.36941502,0.804444444,0,7,11.17
10.36388761,0,0,51.26669737,38.36941502,0.804444444,0,28,17.34
14.97005988,0,0,48.96361124,36.06632888,0.566153846,0,7,17.54
14.97005988,0,0,48.96361124,36.06632888,0.566153846,0,28,30.57
12.66697374,0,0,50.11515431,37.21787195,0.665454545,0,7,14.2
12.66697374,0,0,50.11515431,37.21787195,0.665454545,0,28,24.5
13.82488479,0,0,49.53917051,36.6359447,0.613333333,0,7,15.58
13.82488479,0,0,49.53917051,36.6359447,0.613333333,0,28,26.85
17.27314602,0,0,47.81206817,34.91478581,0.496,0,7,26.06
17.27314602,0,0,47.81206817,34.91478581,0.496,0,28,38.21
18.43317972,0,0,47.23502304,34.33179724,0.4675,0,28,43.7
18.43317972,0,0,47.23502304,34.33179724,0.4675,0,7,30.14
11.52073733,0,0,50.69124424,37.78801843,0.728,0,7,12.73
11.52073733,0,0,50.69124424,37.78801843,0.728,0,28,20.87
16.12903226,0,0,48.38709677,35.48387097,0.531428571,0,7,20.28
16.12903226,0,0,48.38709677,35.48387097,0.531428571,0,28,34.29
9.680334887,14.52288079,0,45.82818,29.96860432,0.399960692,0,7,19.54
11.97874276,7.985828506,0,46.8042323,33.23119644,0.488009592,0,90,47.71
7.442169132,11.18695487,0,44.34015927,37.03071672,0.488549618,0,90,43.38
6.814236111,10.22376543,0,46.86535494,36.09664352,0.575997736,0,28,29.89
7.999232688,11.99884903,0,46.78687896,33.21503932,0.488009592,0,3,6.9
5.937621077,8.906431616,0,46.40643162,38.74951569,0.663947798,0,90,33.19
